Name / Nom,Strasse / Rue,Plz / NAP,Ort / Lieu,Kanton / Canton,Name / Nom,Vorname / Prénom
"Houriet & Ansermet - Kiosque du Centre, Chez DomiNic",Rue du Centre 3,2525,Le Landeron,NE,Ansermet,Nicole
RAMA Nettoyage,Rue du Locle 20,2300,La Chaux-de-Fonds,NE,Rama,Anabel
MED TRANSPORT - Zahzouh,Rue Fritz-Courvoisier 46,2300,La Chaux-de-Fonds,NE,Zahzouh,Djamal
FiduRes Sàrl,Rue du Château 10,2000,Neuchâtel,NE,Brügger,Christophe
Mod-ee Mokou,Rue Numa-Droz 99,2300,La Chaux-de-Fonds,NE,Mokou,Yogie
tamo-cronojardin,Bas de la Route 3,2115,Buttes,NE,Tamò,Manuel Shanti
"Garage Carbon, Mesinovic",Chemin des Tailles 3,2016,Cortaillod,NE,Mesinovic,Jasmin
Ramon Garcia San Juan - Entreprise du bâtiment,Rue des Billodes 14a,2400,Le Locle,NE,Garcia,San Juan Ramon
SBEX SA,Rue des Flamands 3,2525,Le Landeron,NE,Heem,Frédéric Dominique Patrick
APGI Consulting Sàrl,Chemin du Gibet 5,2523,Lignières,NE,Parrat,Alexandre André Marc
FYJIS SA,Rue des Tertres 12,2074,Marin-Epagnier,NE,Wolf,Yvan
DESIGNERES DISTRICT - Brodard & Koffi-Melcon,Rue de Fin-de-Praz 22,2024,St-Aubin-Sauges,NE,Brodard,Mélanie
Tavares de Almeida & Cie,Chemin des Prises 2,2108,Couvet,NE,Gonçalves Rodrigues Anileiro,José Manuel
jief tec Frédéric Junod,Rue de Zurich 35,1201,Genève,GE,Junod,Frédéric
"Unifeeder A/S, Aarhus (DK), succursale Suisse, Pregny-Chambésy",Chemin de la Fontaine 22A,1292,Chambésy,GE,Hopwood,Allen Mark Christian
OXYMORE SOCIETE COOPERATIVE POUR LA CREATION DE COOPERATIVES DE LOGEMENT,Rue de Veyrier 19,1227,Carouge,GE,Humberset,Yanick
BR Corporation Sàrl,Rue de Chantepoulet 8,1201,Genève,GE,,
Régie Favre SA,Route des Acacias 54bis,1227,Carouge,GE,Held,Thomas
Body Impulse Sàrl,Avenue de Gennecy 37,1237,Avully,GE,Arsich,François Boris
Pommier & Co,Route de Florissant 62,1206,Genève,GE,Maggini,Stefano
SODPA Sàrl,Rue Léon-Nicole 4,1201,Genève,GE,Seuret,Patrick
Non Sequitur Gastronomy Sàrl,Chemin des Poteaux 12,1213,Petit-Lancy,GE,Andersen,Morgan Richard
Le Coeur Gourmand - Silvia Schibli Saputra,Chemin de Maronsy 50,1228,Plan-les-Ouates,GE,Schibli Saputra,Silvia
MDnet Sàrl,Avenue Tronchet 34,1226,Thônex,GE,Chiavenuto-Schluraff,Mikael Pierre Elvio
R-SKA Holding SA,Avenue de Châtelaine 70,1219,Châtelaine,GE,Komarski,Eric
V. Vazzoler Hamlaoui-Berberat - Garde et Soins 5 Etoiles,Chemin Franconis 24,1290,Versoix,GE,Vazzoler,Hamlaoui-Berberat Véréna
Assystem Talent International Management SA,Rue du Nant 8,1207,Genève,GE,Coat,Roger
Julliard Julie La Fiancée du Crocodile,Rue du Trente-et-Un-Décembre 1,1207,Genève,GE,Julliard,Julie
MGD Distribution SA,Rue des Eaux-Vives 102,1207,Genève,GE,Feuardent,Fabien
3SysTem SARL,Rue Vallin 2,1201,Genève,GE,Pedretti Youn,Tatiana
BABY BOA SA,Rue du Cendrier 22,1201,Genève,GE,Mugny,Yannick
Clean Ecolo & Jardinage Sàrl,Rue du Pré-Bouvier 8-10,1217,Meyrin,GE,Bräuninger,Denis
Abid Pupal,Rue de la Colline 12,1205,Genève,GE,Pupal,Abid
ADEG Sàrl,Rue du Pré-de-la-Fontaine 10,1217,Meyrin,GE,Rashiti,Agron
Raphaël Soubeiran,Avenue de France 29,1202,Genève,GE,Soubeiran,Raphaël
ALVES MEDEIROS CONSTANTINO EDUARDO JARDINIER-PAYSAGISTE,Chemin des Vuattes 6,1228,Plan-les-Ouates,GE,Alves Medeiros,Constantino Eduardo
FACTUM CONSULTING Sàrl,Rue de Lyon 75,1203,Genève,GE,Baroz,Michel Joseph Emile
"Mehdi Fajr, Bougie",Rue des Vernes 8,1217,Meyrin,GE,Fajr,Mehdi
LALIEU,Rue de Genève 73,1225,Chêne-Bourg,GE,Lalieu,Charles L.A.
Ganeshamoorthy Rajnimal,Rue des Voisins 2,1205,Genève,GE,Ganeshamoorthy,Rajnimal
DMF Rénovation Sàrl,Place des Grottes 1,1201,Genève,GE,Buhler,André Daniel
Skylark Solutions Sàrl,Rue de l'Arquebuse 22,1204,Genève,GE,Briand,Pierre Olivier
SO FRESCH SA,Place du Rondeau 7,1227,Carouge,GE,Katona,Mihaly
Mon Jardinier Sàrl,Route de Bossey 20,1256,Troinex,GE,Fosserat,Sylvain
"ZJM Consulting, Z. Jullien",Rue du Conseil-Général 6,1205,Genève,GE,Jullien,Zvezdana
DIAMHEART - TANGUY,Rue des Eaux-Vives 55,1207,Genève,GE,Tanguy,Béatrice
UPT SA,Avenue de Champel 8 c,1206,Genève,GE,Régis,Martin
VOISINS SA,Avenue de Frontenex 6,1207,Genève,GE,Rochat,David Dejan Sébastien
"Multani, C.M. travel & Services",Rue de Moillebeau 3A,1209,Genève,GE,Multani,Mandeep
MISITI DOMENICO,Route de Frontenex 60b,1207,Genève,GE,Misiti,Domenico
Carrosserie de Vernier - Fernandez Ramos et Couso Barros,Route de Peney 48,1214,Vernier,GE,Couso,Barros Miguel
"Les vins d'Anne-Marie, Jade Bussat",Route de Sous-Moulin 43,1226,Thônex,GE,Bussat,Jade
HUTAC Sàrl,Avenue des Grandes-Communes 8,1213,Petit-Lancy,GE,Zovko,Branko
Denise's ART OF BURGER Sàrl,Chemin de Châteauvieux 16,1242,Satigny,GE,Chevrier,Dominique
"MAGNIN & SARR, 'LE GRUYERIEN' Plainpalais-Genève",Boulevard de Saint-Georges 65,1205,Genève,GE,Magnin,Georges
2i Partners Sàrl,Rue Adrien-Lachenal 20,1207,Genève,GE,Boccard,Christian
Ô CALME SARL,Rue Ancienne 36,1227,Carouge,GE,Dowling,Christian
CORAXA SA,Rue Ferdinand-Hodler 23,1207,Genève,GE,Erbek,Seref Dogan
Gruffaz Management Consulting,Cours de Rive 2,1204,Genève,GE,Gruffaz,Fabrice
GLOBALE ASSURANCE Sàrl,Rue Rousseau 15,1201,Genève,GE,Fernandes,Borges Michel Platini
"Aorta Médical (Suisse) Gmbh, succursale",Chemin de Delay 7,1214,Vernier,GE,Geistlich,Stéphane
"Sposato Livio, courtier en assurance",Chemin des Palettes 17,1212,Grand-Lancy,GE,Sposato,Livio
Araujo Silva Services,Chemin de Grange-Canal 24B,1224,Chêne-Bougeries,GE,Araujo Silva,Leandro Paulo
"ICOBUMA, Arkoub Thomas",Chemin des Petit-Bois 40,1228,Plan-les-Ouates,GE,Arkoub,Thomas
in utero - Emmanuel Althaus,Rue du Général-Dufour 16,1204,Genève,GE,Althaus,Emmanuel
The Welcomist Sàrl,Avenue Cardinal-Mermillod 36,1227,Carouge,GE,Barmettler,Laurane
"FLASH NET, Malik",Chemin Nicolas-Bogueret 36,1219,Aïre,GE,Malik,Asma
VALESER SA,Rue François-Bellot 16,1206,Genève,GE,Iglehart,John H.
A. Garcia Sàrl,Chemin J.-Ph.-De-Sauvage 37,1219,Châtelaine,GE,Garcia,Alain
Cabinet médical Dr Mihaela Constantinescu Sàrl,Rue des Jardins 12,1205,Genève,GE,Constantinescu,Mihaela
Reflet des Bulles Sàrl,Route des Jeunes 9,1227,Les Acacias,GE,Buffet,Stanislas Frédéric
FR SUISSE SA,Route d'Hermance 383,1247,Anières,GE,Griva,Roberta
New Biba Sàrl,Chemin Moïse-Duboule 47,1209,Genève,GE,Biba,Besiana
Belaieff Concept,Chemin Jacques-Ormond 10,1256,Troinex,GE,Belaieff,Sydney
"Florian entreprise générale, titulaire G. Ibrahimi",Route des Fayards 268,1290,Versoix,GE,Ibrahimi,Gazmend
Hugo Fund Services SA,Cours de Rive 6,1204,Genève,GE,Steffen,Philippe Gilbert
Kasten Consulting,Rue Crespin 16,1206,Genève,GE,Kasten,Christian
ICONEEK by CHICHA,Place Longemalle 19,1204,Genève,GE,Chicha,Vanessa
JOAILLERIE TRADITION SA,Rue du Rhône 118,1204,Genève,GE,Rolin-Giron,Philippe
BEL Dominique - Restaurant du Club Nautique de Versoix,Chemin des Graviers 35,1290,Versoix,GE,Bel,Dominique
IN & FI Archi-Swiss SA,Route de Malagnou 51,1208,Genève,GE,Herrmann,Nicolas
HPerformance Sàrl,Chemin Pontverre 10 A,1232,Confignon,GE,Guerig Haas,Régine Monique
Domiszewski Entertainment,Route de Frontenex 70,1207,Genève,GE,Ravonel,Monica
"Küttel John, Swiss Cleaning Service",Rue Caroline 45,1227,Carouge,GE,Küttel,John
R.A.R. Révision & Audit de Rive Sàrl,Cours de Rive 11,1204,Genève,GE,Leubaz,Henriette Irène
OPM SARL,Route de Pré-Bois 20,1216,Cointrin,GE,Margossian,Albert Jonathan
Direct Transfers Sàrl,Rue du 31-Décembre 29,1207,Genève,GE,Dos Santos Coutinho,Eduardo
OUTEIRO CASAL FRANCISCO,Avenue du Curé-Baud 49-51,1212,Grand-Lancy,GE,Outeiro Casal,Francisco
Swiss Design Publicité Sàrl,Rue du Bois-du-Lan 8,1217,Meyrin,GE,Rkibi,Wassim
"VICENTE NETTOYAGES, Titulaire Marques Vicente",Avenue François-Besson 5,1217,Meyrin,GE,Marques,Vicente Miguel
Thèma-Passion Les Bougies Sàrl,Avenue de la Praille 50,1227,Carouge,GE,Cappellano,Loretta
Carthagène Sàrl,Chemin de Machefer 29,1290,Versoix,GE,Abbé,Joseph Patrick
"Kiosque des Charmilles, POPAL",Rue des Charmilles 22,1203,Genève,GE,Popal,Mohammed Naim
RASHIDI,Avenue du Mail 1,1205,Genève,GE,Rashidi,Mohammad Walid
"Swiss Boulevard AG, succursale de Collonge-Bellerive",Route de Thonon 69,1222,Vésenaz,GE,,
"GDTM S.A., Belize City, succursale de Meyrin",Route du Mandement 15,1217,Meyrin,GE,Gonzalez,Sanchez Diego
JP Docourt,Route Principale 29,2933,Lugnez,JU,Docourt,Jean-Pierre Yves
"Ô soins, Gaudreau Juliane",Faubourg Saint-Germain 2,2900,Porrentruy,JU,Gaudreau,Juliane
Hanser Yves,Chemin de la Charreratte 23,2800,Delémont,JU,Hanser,Yves André
"Mi Ru Ko Atelier, Dal Zotto",La Schliff 12,2900,Porrentruy,JU,Dal Zotto,Mirco Fabrice
Distillerie Schneider,Rue du Château 22,2952,Cornol,JU,Schneider,Frédéric
OkidoKidz Marie Roueche,Impasse des Chênes 7,2824,Vicques,JU,Roueche,Marie Françoise
HELVETICA TECHNOLOGIES SA,Rue de l'Avenir 23,2800,Delémont,JU,Pibouleau,Dominique
Fromagerie Kälin SA,Rue du Doubs 5,2340,Le Noirmont,JU,Kälin,Christian
FAZUP Holding SA,Rue St-Randoald 34,2800,Delémont,JU,Samakh,Antoine Elie
Smoke Quality Sàrl,Place de la Gare 45,2900,Porrentruy,JU,Benoit,David
Ventigo Sàrl,Rue des Pervenches 46,2800,Delémont,JU,Marques Rafael,Hugo Alexandre
Muros Sàrl,Rue des Fléoles 1,2800,Delémont,JU,Rufi,Martial Paul Noël
INESTEBAN Sàrl,Rue du Temple 4,2900,Porrentruy,JU,Poisson,Julien Claude Alain
MCE Marti Sàrl,Rue St-Randoald 34,2800,Delémont,JU,,
