Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Reginox B.V.,Noordermorssingel 2  7461 JN Rijssen ,+31 548535635,+31 548535600,info@reginox.com,http://www.reginox.com,Mr. W. ter Steege,"26,750,000 EUR"
Reginox BV,Noordermorssingel 2  7461 JN Rijssen ,+31 548535635,+31 548535600,info@reginox.com,http://www.reginox.com,Mr. W. ter Steege,"26,750,000 EUR"
Regoort BV,Gildenweg 16  3334 KC Zwijndrecht ,+31 880073999,+31 104672934,info@regoort.nl,http://www.regoort.nl,Mr. B.A. Bakker,"12,322,228 EUR"
Regulateurs Europa BV,Ekkelkamp 3  9301 ZZ Roden ,+31 505019888,+31 505013618,regulateurs@regulateurs-europa.com,http://www.regulateurseuropa.com,Mr. G.J. Mulder,"7,321,675 EUR"
Rehamij Beheer BV,Ambachtstraat 10  2861 EX Bergambacht ,+31 182353841,+31 182352562,info@rehamij.nl,http://www.rehamij.nl,Mr. A. de Kraaij,"20,916,798 EUR"
REHAU N.V.,Watergoorweg 79  3861 MA Nijkerk ,+31 332479911,+31 332460390,nijkerk@rehau.com,http://www.rehau.nl,Mr. J.G. Saelens,"22,689,011 EUR"
Rema Holland BV,Galjoenweg 47  6222 NS Maastricht ,+31 433631777,+31 433632922,info@rema.eu,http://www.rema.eu,Mr. J.A.E. Dullens,"8,338,847 EUR"
Rema-Tip Top Nederland BV,Westervoortsedijk 73  6827 AV Arnhem ,+31 267508383,+31 318521468,info@rema-tiptop.nl,http://www.rema-tiptop.nl,Mr. W.J.H. Jansen,"14,700,772 EUR"
Remco Ruimtebouw BV,Flight Forum 882  5657 DV Eindhoven ,+31 402348230,+31 499366400,info@remco.nl,http://www.remco.nl,Mr. J.F.J. van Vulpen,"9,343,000 EUR"
Renault Nederland NV,Boeingavenue 275  1119 PD Schiphol Rijk ,+31 203549111,+31 203549911,,http://www.renault.nl,Mr. T.M.J. Sybord,"182,393,000 EUR"
Renault Trucks Nederland BV,Stationsweg 2  4153 RD Beesd ,+31 306070600,+31 306070660,info@renault-trucks.com,http://www.renault-trucks.com,Mr. G.J. Laan,"39,446,000 EUR"
Rendisk BV,Spoorstraat 62  7261 AG Ruurlo ,+31 573452311,+31 786831599,metos.nederland@metos.com,http://www.cotactrvs.nl,Mr. S.J.N. van Langen,"17,800,000 EUR"
Renolit Nederland B.V.,Flevolaan 1  1601 MA Enkhuizen ,+31 228355355,+31 228355800,yvonne.burgmeijer-minneboo@renolit.com,,Mr. Y. Burgmeijer,"43,761,000 EUR"
Rentex Floron BV,Koopman Heeresweg 2  8701 PR Bolsward ,+31 515578989,+31 515576381,sales@rentexfloron.nl,http://www.rentexfloron.nl,Mr. J.A. Akkerman,"23,969,366 EUR"
Rentokil Initial BV,Ravenswade 54 S  3439 LD Nieuwegein ,+31 306690400,+31 306666803,hygiene-nl@rentokil-initial.com,http://www.rentokil.nl,Mr. J. Catsburg,"15,895,000 EUR"
Reparco Trading BV,Bijsterhuizen 1107  6546 AR Nijmegen ,+31 243435988,+31 243435990,trading@reparco.nl,http://www.reparco.nl,Mr. J. van der Zwaag,"93,254,263 EUR"
Reppel BV,Pieter Zeemanweg 107  3316 GZ Dordrecht ,+31 786174400,+31 786171006,info@reppel.nl,http://www.reppel.nl,Mr. R. van der Klis,"8,700,000 EUR"
Revaho Agro Services BV,Aartsdijkweg 22  2676 LE Maasdijk ,+31 174512775,+31 174510180,info@revaho.nl,http://www.revaho.nl,Mr. R.J. van Holstein,"35,159,640 EUR"
Rexam Beverage Can Oss BV,IJsselstraat 30  5347 KG Oss ,+31 412660800,+31 412660866,,http://www.rexam.com,Mr. M. Jansen,"66,746,000 EUR"
RHC Dealergroep BV,Reactorweg 160  3542 AD Utrecht ,+31 302916363,+31 302963788,hb.holding@harting-bank.nl,http://www.harting-bank.nl,  ,"52,564,000 EUR"
Rho-Delta Automotive & Consumer Products B.V.,Escudostraat 2  2991 XV Barendrecht ,+31 104796688,+31 104797020,info@rhodelta.nl,http://www.rhodelta.nl,Mr. R. Duijn,"11,225,685 EUR"
Richardson Electronics Benelux BV,Kruisweg 811  2132 NG Hoofddorp ,+31 235560490,+31 235560491,,http://www.rell.com,Mrs. A. Bulk,"60,000,000 EUR"
Ricoh Europe BV,Prof. W.H. Keesomlaan 1  1183 DJ Amstelveen ,+31 205474111,+31 205474226,webmaster@ricoh-europe.com,http://www.ricoh-europe.com,Mr. M. Tajima,"15,158,000 EUR"
Rinos BV,Klaas Fuitestraat 12  8281 BZ Genemuiden ,+31 383854822,+31 383856435,info@rinos.nl,http://www.rinos.nl,Mr. M. Mulder,"19,316,389 EUR"
Rixona BV,Witte Vennenweg 6  5807 EJ OOSTRUM LB ,+31 478524747,+31 478582970,m.plaisier@rixona.nl,http://www.rixona.nl,Mr. O. van der Gronden,"721,981,000 EUR"
Ro-Ad Beheer BV,Harselaarseweg 105 -107  3771 MA Barneveld ,+31 342416108,+31 342490024,info@roadbarneveld.nl,http://www.roadbarneveld.nl,  ,"16,492,171 EUR"
Roba Metals BV,Zomerdijk 27  3402 MJ IJsselstein ,+31 306860211,+31 306888058,info@robametals.com,http://www.robametals.com,Mr. P.S. Cohn,"437,293,000 EUR"
Robert Bosch Investment Nederland BV,Kruisbroeksestraat 1  5281 RV Boxtel ,+31 411651521,+31 411651483,info@boschrexroth.nl,http://www.bosch.nl,Mr. E.A.H.M. Gerritse,"121,697,000 EUR"
Robertpack Engineering BV,Pascalweg 3  8013 RC Zwolle ,+31 384652080,+31 384657076,sales@coster.com,http://www.coster.com,Mr. R. de Groot,"11,987,005 EUR"
Robertpack Packaging Equipment BV,Benjamin Franklinstraat 3  8013 NC Zwolle ,+31 384652089,+31 384656306,info@robertpack.nl,http://www.robertpack.nl,Mr. R. de Groot,"9,075,604 EUR"
Robuschi Benelux BV,Kanaaldijk 100  6956 AX Spankeren ,+31 313415570,+31 313415433,robuschi@robuschi-benelux.nl,http://www.robuschi-benelux.nl,Mr. T. Menger,"5,293,000 EUR"
Robusta BV,Industriestraat 15  8281 BN Genemuiden ,+31 383854866,+31 383856541,info@robusta.nl,http://www.robusta.nl,Mr. H.J. Timmerman,"6,928,467 EUR"
Roche Diagnostics Nederland BV,Transistorstraat 41  1322 CK Almere ,+31 365394911,+31 365394231,,http://www.roche.nl,Mr. G.J. Twist,"144,651,000 EUR"
Roche Nederland BV,Beneluxlaan 2 A  3446 GR Woerden ,+31 348438000,+31 348438002,,http://www.roche.nl,Mr. J.W. van den Broek,"234,850,673 EUR"
Rockwell Automation BV,Rivium Promenade 160  2909 LM Capelle a.d. IJssel ,+31 102665555,+31 102665657,adevries@ra.rockwell.com,http://www.rockwellautomation.com,Mr. J.H.A. Riemslag,"975,698,000 EUR"
Rockwool BV,Industrieweg 15  6045 JG Roermond ,+31 475353535,+31 475353666,info@rockwool.com,http://www.rockwool.nl,Mr. T.J.P. Snellenberg,"296,528,000 EUR"
Rodenstock Benelux BV,Marcellus Emantslaan 1 A  9721 TK Groningen ,+31 505441441,+31 505417134,rodenstock@rodenstock.nl,http://www.rodenstock.nl,Mr. A. Boer,"20,962,775 EUR"
Rodi Rotatiedruk BV,Grotendorst 14  1721 CW Broek op Langedijk ,+31 226333311,+31 226333322,rodimedia@rodimedia.nl,http://www.rodimedia.nl,Mr. M. Boereboom,"16,000,000 EUR"
Roem van Yerseke BV,Groeninx van Zoelenstr 35  4401 KZ Yerseke ,+31 113577700,+31 113572887,info@roemvanyerseke.nl,http://www.roemvanyerseke.nl,Mr. H.J. Lacor,"35,292,896 EUR"
Rohde & Schwarz Nederland BV,Perkinsbaan 1  3439 ND Nieuwegein ,+31 306001700,+31 306001799,info.nl@rohde-schwarz.com,http://www.rohde-schwarz.com,Mr. R.A. den Hartog,"7,310,402 EUR"
Rolf BV,Mercuriusweg 14  4051 CV Ochten ,+31 344647647,+31 344647610,verkoop@rolf.nl,http://www.rolf.nl,Mr. P. Hartmans,"45,000,000 EUR"
Rom BV,Harselaarseweg 63  3771 MA Barneveld ,+31 342490417,+31 342492800,info@rombv.com,http://www.rombv.com,Mr. E.H.A.M. Plompen,"8,012,534 EUR"
Rompa Kunststof Produkten BV,Bredaseweg 14  4844 CL Terheijden ,+31 765937700,+31 765932746,rompanl@rompa.nl,http://www.rompa.nl,Mr. W.P.A. van Hoof,"25,000,000 EUR"
Rompa Leder BV,Provincienbaan 19  5121 DK Rijen ,+31 161223025,+31 161227785,info@rompaleather.com,http://www.rompaleather.com,Mr. H.P.J.M. Rompa,"9,082,000 EUR"
Rosenberg's Import- en Handelsonderneming BV,Vijfhuizenberg 173  4708 AJ Roosendaal ,+31 165544158,+31 165535921,algemeen@rosenbergimport.nl,http://www.rosenbergimport.nl,  ,"10,000,000 EUR"
Roto Smeets Weert BV,Weerterbeekweg 4  6001 VH Weert ,+31 495570911,+31 495542905,tonny.julicher@rotosmeets.com,http://www.rotosmeets.com,Mr. H.J. Coerman,"316,389,000 EUR"
Rotterdam Short Sea Terminals BV,Reeweg 35  3089 KM Rotterdam ,+31 102942400,+31 104297485,info@rstbv.nl,http://www.rstshortsea.nl,Mr. B.W. Verhoef,"51,000,000 EUR"
Roval Aluminium BV,Maisdijk 7  5704 RM Helmond ,+31 492561050,+31 492561079,info@roval.nl,http://www.roval.nl,Mr. E.J. van Ginkel,"17,500,000 EUR"
Rovero Systems BV,Krabbescheer 6  4941 VW Raamsdonksveer ,+31 162574574,+31 162574500,info@rovero.nl,http://www.rovero.nl,Mr. R. Poljet,"8,000,000 EUR"
Royal De Boer Stalinrichtingen BV,Vestaweg 5  8938 AV Leeuwarden ,+31 582332000,+31 582332001,,http://www.deboerstal.com,Mr. R. Westerbeek,"19,210,148 EUR"
Royal Duyvis Wiener B.V.,Schipperslaan 15  1541 KD Koog a.d. Zaan ,+31 756126126,+31 756158377,sales@duyviswiener.com,http://www.duyviswiener.com,Mrs. M.A.C. van Dijk MBA,"40,000,000 EUR"
Royal Lovink Industries BV,Lovinkweg 3  7061 DT Terborg ,+31 315335656,+31 315323363,sales.lt@lovink.com,http://www.lovink.nl,Mr. J.S. van den Hout,"38,053,000 EUR"
Royal Schouten Group NV,Waalhaven O.z. 1  3087 BM Rotterdam ,+31 102995400,+31 102995401,info@royalschouten.com,http://www.royalschouten.com,Mr. L.L. Vrolijk,"113,058,000 EUR"
Royal Sluis BV,Westeinde 161  1601 BM Enkhuizen ,+31 228357000,+31 228357035,info@seminis.com,http://www.seminis.com,Mrs. N. Voruz,"108,493,000 EUR"
Rps Analyse B.V.,Tolweg 11  4851 SJ Ulvenhout ,+31 765711990,+31 765811066,,http://www.rpsgroep.nl,Mr. R. van der Broek,"6,299,216 EUR"
RS Components,Bingerweg 19  2031 AZ Haarlem ,+31 235166500,+31 235166501,info@rsonline.nl,http://www.rsonline.nl,Mr. R. Tolsma,"19,000,000 EUR"
Rubber Design BV,Industrieweg 21  2995 BE Heerjansdam ,+31 786778778,+31 786771038,info@rubberdesign.nl,http://www.rubberdesign.nl,Mr. W.G. Biezepol,"26,000,000 EUR"
Rubicon BV,Lage Biezenweg 5  4131 LV Vianen ,+31 347358800,+31 347358811,info@rubicongroup.nl,http://www.rubicongroup.nl,Mr. P.N. Verpoorte,"7,500,000 EUR"
Rucanor Europe BV,Hoogeveenenweg 110  2913 LV Nieuwerkerk a.d. IJssel ,+31 180331700,+31 180320821,,http://www.rucanor.com,Mr. M.A.C. Nelissen,"23,565,000 EUR"
Rucon Industrie BV,Van Leeuwenhoekstraat 2  3846 CB Harderwijk ,+31 341439100,+31 341439190,verkoop@rucon.nl,http://www.rucon.nl,Mr. H. van der Zande,"12,222,964 EUR"
Ruma Rubber BV,Lindberghstraat 49  7903 BM Hoogeveen ,+31 528260100,+31 528260101,info@ruma.nl,http://www.rumarubber.com,Mr. J.H. Harms,"16,314,299 EUR"
Ruukki Finance BV,Twentepoort West 10 -5  7609 RD Almelo ,+31 546578535,+31 546578141,ruukki.benelux@ruukki.com,http://www.fundia.com,Mr. J. Meijlof,"12,000,000 EUR"
Rymoplast Nederland BV,Dieselstraat 22  7131 PC Lichtenvoorde ,+31 544371372,+31 544375495,info@rymoplast.nl,http://www.rymoplast.nl,Mr. E.G.J. Morssinkhof,"130,981,618 EUR"
S.A.B. Profiel BV,Produktieweg 2  3401 MG IJsselstein ,+31 306879700,+31 306887634,info@sab-profiel.nl,http://www.sab-profiel.nl,Mr. J.B. Schepers,"96,229,000 EUR"
S.C. Johnson Europlant BV,Groot Mijdrechtstraat 81  3641 RV Mijdrecht ,+31 297292200,+31 297284776,,http://www.scjohnson.nl,Mr. R.F. Visser,"40,888,000 EUR"
S.I.T. Controls BV,Industrieweg 35 C  7903 AH Hoogeveen ,+31 528246560,+31 528232272,gerald.kleine@sitcontrols.nl,http://www.sitgroup.com,Mr. M.T. Meijer,"31,425,487 EUR"
S.P.X. Netherlands BV,Albert Thijsstraat 12  6471 WX Eygelshoven ,+31 455678877,+31 455678878,info@spxhidraistech.com,http://www.spxhydraulictech.com,Mr. C. Bouvet,"13,140,535 EUR"
S.V.Z. International BV,Oude Kerkstraat 8  4878 AA Etten-Leur ,+31 765049494,+31 765049400,,http://www.svz.com,Mr. G.G. Bemer,"161,012,000 EUR"
Sachem Europe BV,Van Voordenpark 15  5301 KP Zaltbommel ,+31 418682000,+31 418682082,info@seu.sacheminc.com,http://www.sacheminc.com,Mr. F.G.D.M. Groenen,"46,091,000 EUR"
Sacobel World Leather Confections BV,Takkebijsters 15 H  4817 BL Breda ,+31 765711111,+31 765716910,info@sacobel.com,http://www.sacobel.com,Mr. M.H.A.J. Kolsteren,"16,977,000 EUR"
Saf Benelux BV,Nijverheidsweg 50  3771 ME Barneveld ,+31 342497979,+31 342497960,information@safbenelux.nl,http://www.safbenelux.nl,Mr. J. Boer,"5,900,000,000 EUR"
Safan BV,Kwinkweerd 11  7241 CW Lochem ,+31 573222222,+31 573252057,info@safan.nl,http://www.safan.nl,Mr. S. Kok,"30,000,000 EUR"
Safilo Nederland BV,Minervum 7065 B  4817 ZK Breda ,+31 302287304,+31 302281921,,http://www.safilo.com,Mr. G.A.L. Janssens,"9,466,794 EUR"
Saint-Gobain Construction Products Nederland BV,Parallelweg 20  4878 AH Etten Leur ,+31 765080000,+31 347358401,info@isover.nl,http://www.isover.nl,Mr. F. te Poel,"164,114,000 EUR"
Saint-Gobain Dubrit,Wagenmakerstraat 10  2984 BD Ridderkerk ,+31 180462955,+31 180410260,ridderkerk@saint-gobaindubrit.nl,http://www.sggs.nl,Mr. J.W.M. Morsink,"156,818,748 EUR"
Saint-Gobain Glass Solutions Veromco,Industrieweg 34  3762 EK Soest ,+31 356018104,+31 356016292,,http://www.saint-gobain-glass.com,Mr. J.W.M. Morsink,"148,731,000 EUR"
Saint-Gobain Glass Solutions Veromco Noordwest,Jarmuiden 16  1046 AD Amsterdam ,+31 206132551,+31 206149239,sggs.amsterdam@saint-gobain.com,http://www.saint-gobain-glass.com,Mr. E. Wieffer,"148,731,000 EUR"
Saint-Gobain Glass Solutions Veromco Zwolle,Conradstraat 19  8013 RN Zwolle ,+31 384262262,+31 384262260,,http://www.deverfgrossier.nl,Mr. J.W.M. Morsink,"148,731,000 EUR"
Saint-Gobain Glass Swallow,Gevaren 11  6071 BP Swalmen ,+31 475503131,+31 475504262,,http://www.saint-gobain-glass.com,Mr. J.W.M. Morsink,"156,818,748 EUR"
Saint-Gobain Pipe Systems BV,MARKERKANT 10 17  1316 AB Almere ,+31 365333344,+31 365335096,sgps.nl@saint-gobain.com,http://www.sgps.nl,Mr. P.G. la Vos,"860,433,000 EUR"
Sait Zenitel Netherlands BV,Microfoonstraat 5  1322 BN Almere ,+31 365462600,+31 365462607,info.netherlands@zenitel.com,http://www.saitzenitel.com,Mr. A. van den Broeck,"5,868,657 EUR"
Sakura Finetek Europe BV,Flemingweg 10 A  2408 AV Alphen a.d. Rijn ,+31 885920000,+31 885920001,sakura@sakura.eu,http://www.sakura.eu,Mr. W. Buijteweg,"35,980,023 EUR"
Salco BV,Korenmarkt 4  1681 PB Zwaagdijk Oost ,+31 228564200,+31 228564232,info@salco.nl,http://www.salco.nl,Mr. F.H.J. Sijm,"10,330,428 EUR"
Samsung Electronics Benelux BV,Olof Palmestraat 10  2616 LR Delft ,+31 152196100,+31 152196311,reception.nl@samsung.com,http://www.samsung.com,Mr. B.B. Moon,"1,010,169,000 EUR"
Sandoz BV,Veluwezoom 22  1327 AH Almere ,+31 365241600,+31 365373322,info.sandoz-nl@sandoz.com,http://www.sandoz.com,Mr. R.M. van Doorn,"86,922,000 EUR"
Sandvik Benelux B.V.,'s-Gravelandseweg 401  3125 BJ Schiedam ,+31 102080208,+31 104377207,info@sandvik.com,http://www.smt.sandvik.com,Mr. T. Carlberg,"100,000,000 EUR"
Sandvik Benelux BV,'s-Gravelandseweg 401  3125 BJ Schiedam ,+31 102080208,+31 104373780,info@sandvik.com,http://www.sandvik.com,Mr. P. Weber,"76,793,000 EUR"
Sanofi Winthrop Bristol-Myers Squibb VOF,Kampenringweg 45 D-E  2803 PE Gouda ,+31 182557755,+31 182557799,info.nl@sanofi-aventis.com,http://www.sanofi-aventis.com,Mr. J. Klitsie,"180,000,000 EUR"
Sanofi-Aventis Netherlands B.V.,Kampenringweg 45  2803 PE Gouda ,+31 182557755,+31 182557799,info.nl@sanofi-aventis.com,http://www.sanofi-aventis.com,Mr. B. Filius,"123,649,541 EUR"
Sanofi-Aventis Netherlands BV,Kampenringweg 45  2803 PE Gouda ,+31 182557755,+31 182557799,info.nl@sanofi-aventis.com,http://www.sanofi.nl,Mr. B. Filius,"109,915,000 EUR"
Sap Business Services Center Nederland BV,Zonnebaan 17  3542 EA Utrecht ,+31 302478000,+31 346552884,info@sybase.com,http://www.sybase.com,Mr. H. Winkler,"284,571,861 EUR"
Sareco BV,Lindenhoutseweg 20  6545 AJ Nijmegen ,+31 243788244,+31 243780942,info@sareco.nl,http://www.sareco.nl,Mr. W.I. de Jonge,"11,100,000 EUR"
Saris Aanhangers BV,Metaalweg 7  5527 AE Hapert ,+31 497382477,+31 497386325,info@saris.net,http://www.saris.net,Mr. H.A. Saris,"30,027,000 EUR"
Sartorius Netherlands BV,Edisonbaan 24  3439 MN Nieuwegein ,+31 306053001,+31 306052917,info.netherlands@sartorius.com,http://www.sartorius.nl,Mr. J. Reichel,"5,830,867 EUR"
Sas Materials Handling Systems BV,Bedrijfsweg 23  2404 CB Alphen a.d. Rijn ,+31 881822200,+31 182534443,mail@sasgouda.nl,http://www.sasgouda.nl,Mr. E. Kros,"54,926,217 EUR"
Saval BV,Huifakkerstraat 22  4815 PN Breda ,+31 765487000,+31 765487250,info@saval.nl,http://www.saval.nl,Mr. V.A. Kimpe,"23,000,000 EUR"
Savas Seating BV,Van Voordenpark 24  5301 KP Zaltbommel ,+31 418515322,+31 418515096,info@savas.com,http://www.savas.com,Mr. F.J. van Seumeren,"11,500,000 EUR"
Sca Hygiene Products Zeist BV,Arnhemse Bovenweg 120  3708 AH Zeist ,+31 306984600,+31 306984655,info@sca.com,http://www.sca.com,Mr. A.B. Voogsgeerd,"578,000,000 EUR"
Scala Agenturen BV,Rondebeltweg 2  1329 BA Almere ,+31 365219000,+31 365219001,info@scala-nl.com,http://www.scala-nl.com,Mr. S. van der Hooft,"129,670,000 EUR"
Scandinavian Business Seating BV,Guldenweg 17  4879 NL Etten Leur ,+31 786535353,+31 786535355,info@hagbenelux.nl,http://www.hagbenelux.nl,Mr. T. Manpaey,"78,000,000 EUR"
Scandinavian Tobacco Group Eersel B.V.,Nieuwstraat 75  5521 CB Eersel ,+31 497581911,+31 497516730,info@henriwintermans.com,http://www.henriwintermans.com,Mr. R. Zwarts,"222,077,000 EUR"
Scandinavian Tobacco Group Eersel BV,Nieuwstraat 75  5521 CB Eersel ,+31 497581911,+31 497516730,recptieeersel@st-group.com,http://www.st-group.com,Mr. R.A. Zwarts,"166,680,000 EUR"
Scania Production Zwolle BV,Russenweg 5  8041 AL Zwolle ,+31 384977611,+31 384977611,,http://www.scania.nl,Mr. J.F. Allard,"578,197,000 EUR"
Scapino BV,Industrieweg 28  9403 AB Assen ,+31 592340042,+31 592344904,scapino@scapino.nl,http://www.scapino.nl,Mr. E.M.H. Coorens,"65,000,000 EUR"
SCC Services BV,Tolnasingel 2  2411 PV Bodegraven ,+31 172634200,+31 172615550,salesinfo@nl.scc.com,http://www.nl-scc.com,  ,"452,590,000 EUR"
Scheepswerf Van de Giessen BV,Nijverheidsstraat 8  3371 XE Hardinxveld-Giessendam ,+31 184676262,+31 184676267,info@damenmc.nl,http://www.damenmc.nl,Mr. S.E.F. Staal,"26,508,000 EUR"
Scheer & Foppen Elektro Speciaalzaken BV,Industrieweg 2 -2A  3846 BC Harderwijk ,+31 9007366546,+31 341419110,,http://www.scheerenfoppen.nl,Mrs. R. Wels,"96,595,901 EUR"
Schellekens en Schellekens BV,Platinawerf 10  6641 TL Beuningen ,+31 246778000,+31 246778001,info@schellekens.com,http://www.schellekens.com,Mr. M.H.W. van Dijk,"1,832,240,000 EUR"
Schenker International BV,Nieuwesluisweg 250  3197 KV Botlek ,+31 104940494,+31 104299922,info.nl@dbschenker.com,http://www.schenker.nl,Mr. G.H. Kunath,"75,063,000 EUR"
Schering-Plough Nederland B.V.,Walmolen 1  3994 DL Houten ,+31 880140888,+31 880140889,postmaster@s-p.nl,,  ,"108,854,690 EUR"
Scheuten Glas Nederland BV,Van Heemskerckweg 9  5928 LL Venlo ,+31 773599222,+31 773599219,info@scheuten.nl,http://www.scheuten.com,Mr. J. Scheuten,"233,186,000 EUR"
Schiphorst Transport- en Opslagtechniek BV,Solingenstraat 41  7421 ZP Deventer ,+31 653150925,+31 570622962,sales@schiphorstbeku.nl,http://www.schiphorstbv.nl,Mr. W. Roelofs,"6,000,000 EUR"
Schipper Kozijnen BV,Middelweg 11  1716 KB Opmeer ,+31 226360400,+31 226360500,info@schipperkozijnen.nl,http://www.schipperkozijnen.nl,Mr. J. Schipper,"23,576,000 EUR"
Schmolz + Bickenbach BV,Gildenweg 21  3334 KC Zwijndrecht ,+31 786230600,+31 786101030,sbstaal@schmolz-bickenbach.nl,http://www.schmolz-bickenbach.nl,Mr. J.D. den Hollander,"74,507,188 EUR"
Schneider Electric The Netherlands BV,Taurusavenue 133  2132 LS Hoofddorp ,+31 235124124,+31 235124100,support@nl.schneider-electric.com,http://www.schneiderelectric.com,Mr. P. Uelen,"76,319,000 EUR"
Schoenenreus B.V.,Belgenlaan 1  5406 XN Uden ,+31 413336699,+31 413336600,info@schoenenreus.com,http://www.schoenenreus.nl,Mr. R. Lege,"90,420,000 EUR"
Schoenfabriek wed. J.P. van Bommel BV,Oisterwijkseweg 40  5066 XD Moergestel ,+31 135136900,+31 135136999,info@vanbommel.nl,http://www.vanbommel.nl,Mr. R.J.M. van Bommel,"27,028,969 EUR"
Schokindustrie Betonwaren BV,Lindtsedijk 18  3336 LE Zwijndrecht ,+31 786199070,+31 786199080,info@schokindustrie.nl,http://www.schokindustrie.nl,Mr. P. van 't Hart,"454,827,000 EUR"
Schréder BV,Tasveld 2  3911 TN Rhenen ,+31 318489230,+31 318472124,info@schreder.nl,http://www.schreder.com,Mr. N.P. Mantel,"10,722,745 EUR"
Schuitemaker Machines BV,Morsweg 18  7461 AG Rijssen ,+31 548514125,+31 548516840,info@sr-schuitemaker.nl,http://www.sr-schuitemaker.nl,Mr. J.B. Tuik,"26,000,000 EUR"
Schutter Nederland BV,Burgemeester Schalijlaan 80  2908 LS Capelle a.d. IJssel ,+31 102582700,+31 104585042,management@schutter-groep.nl,http://www.schuttergroep.nl,Mr. J.J.G. Zwijnenburg,"74,000,000 EUR"
Schuurman Groep BV,Parallelweg 44  7161 AG Neede ,+31 545280080,+31 545274773,info@schuurman-schoenen.nl,http://www.schuurman-schoenen.nl,Mr. J. Schuurman,"55,609,441 EUR"
Schuurman Schoenen BV,Parallelweg 44  7161 AG Neede ,+31 545280080,+31 545274773,info@schuurman-schoenen.nl,http://www.schuurman-schoenen.nl,Mr. J. Schuurman,"41,782,740 EUR"
Schöne Edelmetaal,Meeuwenlaan 88  1021 JK Amsterdam ,+31 204350222,+31 204350220,schone@schone.nl,http://www.schone.nl,Mr. P.H.F. Beuming,"44,777,000 EUR"
SCM Nohoma Service Dienst BV,Soldaatweg 2  1521 RL Wormerveer ,+31 756478478,+31 756478499,info@scmgroup.com,http://www.scmgroup.nl,Mr. K. van Voorthuizen,"11,787,288 EUR"
Score BV,Feithspark 5  9356 BX Tolbert ,+31 594554000,+31 594554040,info@scorenl.com,http://www.scorenl.com,Mr. H. Nauta,"5,737,750 EUR"
Score Retail Nederland BV,Marketing 31  6921 RE Duiven ,+31 263193450,+31 263121088,info@score.nl,http://www.score.nl,Mr. J.W.T. Peters,"63,657,480 EUR"
Scotch & Soda BV,Jacobus Spijkerdreef 20 -24  2132 PZ Hoofddorp ,+31 235611111,+31 235641589,info@scotch-soda.com,http://www.scotch-soda.com,Mr. L. Hompes,"123,310,530 EUR"
Seacon Logistics B.V.,Celsiusweg 60  5928 PR Venlo ,+31 773275555,+31 773275500,info@seaconlogistics.com,http://www.seaconlogistics.com,Mr. C. Geerts,"55,000,000 EUR"
Sealane Eemshorn BV,Eemshornweg 5  9979 XK Eemshaven ,+31 596633888,+31 596633899,info@sealane.nl,http://www.sealane.nl,Mr. G. Vels,"6,000,000 EUR"
Seceur Installatie BV,Jonkheer Mockkade 27  2181 AL Hillegom ,+31 252750400,+31 252750499,info@seceurtronics.nl,http://www.seceurtronics.nl,Mr. P.D. Heuker of Hoek,"5,500,000 EUR"
Secur Protects @ Work BV,Zuiderhaven 73  8861 CM Harlingen ,+31 765720033,+31 765712871,info@secur.nl,http://www.secur.nl,  ,"6,500,000 EUR"
Seiko Nederland BV,Daniel Pichotstraat 17 -33  3115 JB Schiedam ,+31 104009899,+31 104009729,info@seiko.nl,http://www.seiko.nl,Mr. P.P.R.Q.M. Daniëls,"18,387,000 EUR"
Sekisui S-Lec BV,Metaalweg 5  6045 JB Roermond ,+31 475349900,+31 475349999,info@s-lec.nl,http://www.s-lec.nl,Mr. A. Asano,"167,989,000 EUR"
Selecta BV,Koeweistraat 10  4181 CD Waardenburg ,+31 418657800,+31 418657801,info@nl.selecta.com,http://www.selecta.com,Mr. W. Kesteloo,"38,364,619 EUR"
Sensient Dehydrated Flavors B.V.,Industriestraat 1  8081 HH Elburg ,+31 525681242,+31 525685501,jo.vennedunker@ek.sensient-tech.com,http://www.sensient-tech.com,Mr. J.A. Broekhuis,"12,000,000 EUR"
Sensient Natural Ingredients BV,Industriestraat 1  8081 HH Elburg ,+31 525681242,+31 525685501,pia.wilhelm@sensient.com,http://www.sensient-tech.com,Mr. O. Martin,"13,140,275 EUR"
Sensor Nederland B.V.,Rouwkooplaan 8  2251 AP Voorschoten ,+31 715601234,+31 715617145,sensornl@i-o.com,http://www.geophone.com,Mr. R.P. Peebler,"20,262,000 EUR"
Sepawand BV,Nijverheidsweg 23  7442 CH Nijverdal ,+31 548636300,+31 548617225,info@sepawand.nl,http://www.sepawand.nl,Mr. R.M. Eikenaar,"5,542,929 EUR"
Service Best International BV,De Run 4271  5503 LM Veldhoven ,+31 402302300,+31 402302302,info@servicebest.com,http://www.servicebest.com,Mr. M.E. Sietsma,"35,000,000 EUR"
Service Centre Maastricht BV,Fregatweg 42  6222 NZ Maastricht ,+31 433688444,+31 433631199,multisteel@tatasteel.com,http://www.servicecentremaastricht.com,Mr. B. Schildkamp,"109,444,546 EUR"
Servier Nederland Farma BV,Einsteinweg 5 B  2333 CC Leiden ,+31 715246700,+31 715246777,,http://www.servier.nl,Mr. P. Etorre,"9,524,000 EUR"
